titulo;descripcion;categoria;latitud;longitud;fecha_hecho
"Centro clandestino de detención 237-BATALLÓN DEPÓSITO DE ARSENALES 601 ""DOMINGO VIEJOBUENO"" UNIDAD DE COMANDO ÁREA 111";"Centro Clandestino de Detención (CCD) 'BATALLÓN DEPÓSITO DE ARSENALES 601 ""DOMINGO VIEJOBUENO"" UNIDAD DE COMANDO ÁREA 111', que funcionó en un predio de 'EJÉRCITO'. Ubicación: CNEL. LYNCH, Camino GRAL. BELGRANO, MONTEVIDEO y DONATO ÁLVAREZ · Monte Chingolo · BERNAL OESTE · QUILMES · BUENOS AIRES. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-34.7269656;-58.3334906;24/03/1976 00:00:00
Centro clandestino de detención 238-COMISARÍA 38ª DE MINA AGUILAR;Centro Clandestino de Detención (CCD) 'COMISARÍA 38ª DE MINA AGUILAR', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: EL AGUILAR · HUMAHUACA · JUJUY. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-23.2153242;-65.6797596;24/03/1976 00:00:00
Centro clandestino de detención 239-EL CAMPITO (GUARNICIÓN MILITAR DE CAMPO DE MAYO) UNIDAD DE COMANDO ZONA 4;Centro Clandestino de Detención (CCD) 'EL CAMPITO (GUARNICIÓN MILITAR DE CAMPO DE MAYO) UNIDAD DE COMANDO ZONA 4', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Puerta 4 _ sobre Ruta Nac. Nº 8 y cruce con Ruta Prov. Nº 202 · CAMPO DE MAYO · SAN MIGUEL (ex GRAL. SARMIENTO) · BUENOS AIRES COMANDO DE INSTITUTOS MILITARES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.5586099;-58.6550672;24/03/1976 00:00:00
Centro clandestino de detención 241-JEFATURA DE POLICÍA DE LA PROVINCIA DE TUCUMÁN;Centro Clandestino de Detención (CCD) 'JEFATURA DE POLICÍA DE LA PROVINCIA DE TUCUMÁN', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Av. SARMIENTO al 800 (entre Av. SALTA y JUNÍN) · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-26.8181159;-65.2047193;24/03/1976 00:00:00
"Centro clandestino de detención 242-ARSENAL ""MIGUEL DE AZCUÉNAGA""";"Centro Clandestino de Detención (CCD) 'ARSENAL ""MIGUEL DE AZCUÉNAGA""', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Ruta Nac. Nº 9 Km 1301 (Camino a Tafí Viejo) · LAS TALITAS · TAFÍ VIEJO · TUCUMÁN. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-26.7277677;-65.2738964;24/03/1976 00:00:00
Centro clandestino de detención 243-EL VESUBIO;Centro Clandestino de Detención (CCD) 'EL VESUBIO', que funcionó en un predio de 'SERVICIO PENITENCIARIO FEDERAL (PREDIO)'. Ubicación: Camino de Cintura y cruce Autopista RICCHIERI · ALDO BONZI · LA MATANZA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.7131175;-58.5238806;24/03/1976 00:00:00
Centro clandestino de detención 244-COMISARÍA 3ª DE MORÓN (CASTELAR);Centro Clandestino de Detención (CCD) 'COMISARÍA 3ª DE MORÓN (CASTELAR)', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Av. DEL LIBERTADOR 654 · CASTELAR · MORÓN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.656332;-58.6358175;24/03/1976 00:00:00
Centro clandestino de detención 245-TALLERES DE PREFECTURA NAVAL ARGENTINA;"Centro Clandestino de Detención (CCD) 'TALLERES DE PREFECTURA NAVAL ARGENTINA', que funcionó en un predio de 'PREFECTURA NAVAL'. Ubicación: BENITO CORREA al 1500 _ ""Isla Demarchi"" · CAPITAL FEDERAL TALLERES GENERALES DE REPARACIÓN DE AUTOMOTORES (TAGERAU) DE LA PNA. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-34.6245783;-58.3536185;24/03/1976 00:00:00
Centro clandestino de detención 246-LA COVACHA;Centro Clandestino de Detención (CCD) 'LA COVACHA', que funcionó en un predio de 'SIN ESTABLECER PROPIEDAD'. Ubicación: SAN JUSTO · LA MATANZA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6874084;-58.5632629;24/03/1976 00:00:00
"Centro clandestino de detención 247-ESCUELA ""REPÚBLICA DEL PERÚ""";"Centro Clandestino de Detención (CCD) 'ESCUELA ""REPÚBLICA DEL PERÚ""', que funcionó en un predio de 'ESTABLECIMIENTO EDUCATIVO'. Ubicación: Barrio El Palomar · BANDA DEL RÍO SALÍ · CRUZ ALTA · TUCUMÁN. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-26.8341103;-65.1654205;24/03/1976 00:00:00
Centro clandestino de detención 248-UNIDAD PENAL 9 DE LA PLATA;Centro Clandestino de Detención (CCD) 'UNIDAD PENAL 9 DE LA PLATA', que funcionó en un predio de 'SERVICIO PENITENCIARIO PROVINCIAL'. Ubicación: Calle 76 entre 9 y 12 · VILLA ELVIRA · LA PLATA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.9358757;-57.9260367;24/03/1976 00:00:00
"Centro clandestino de detención 249-DELEGACIÓN ""SANTIAGO DEL ESTERO"" DE LA POLICÍA FEDERAL";"Centro Clandestino de Detención (CCD) 'DELEGACIÓN ""SANTIAGO DEL ESTERO"" DE LA POLICÍA FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: JUJUY 258 · SANTIAGO DEL ESTERO · CAPITAL · SANTIAGO DEL ESTERO. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-27.7832789;-64.2620235;24/03/1976 00:00:00
Centro clandestino de detención 250-CASA DE LA DIRECCIÓN GRAL. DE HIDRÁULICA DE DIQUE SAN ROQUE;Centro Clandestino de Detención (CCD) 'CASA DE LA DIRECCIÓN GRAL. DE HIDRÁULICA DE DIQUE SAN ROQUE', que funcionó en un predio de 'ESTATAL'. Ubicación: Vivienda ubicada a 200 m de vertedero Dique San Roque · VILLA CARLOS PAZ · PUNILLA · CÓRDOBA. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-31.3736111;-64.4675;24/03/1976 00:00:00
"Centro clandestino de detención 251-HOSPITAL ""POSADAS"" / EL CHALET";"Centro Clandestino de Detención (CCD) 'HOSPITAL ""POSADAS"" / EL CHALET', que funcionó en un predio de 'HOSPITAL PÚBLICO'. Ubicación: Av. MARTÍNEZ DE HOZ entre Av. MARCONI y PERDRIEL · Villa Sarmiento · HAEDO · MORÓN · BUENOS AIRES PREDIO DEL HOSPITAL NACIONAL ""PROF. ALEJANDRO POSADAS"". Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-34.6315615;-58.5750064;24/03/1976 00:00:00
Centro clandestino de detención 252-UNIDAD PENAL DE CHIMBAS;Centro Clandestino de Detención (CCD) 'UNIDAD PENAL DE CHIMBAS', que funcionó en un predio de 'SERVICIO PENITENCIARIO PROVINCIAL'. Ubicación: Av. BENAVÍDEZ (E) 6195 · CHIMBAS · SAN JUAN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-31.510634;-68.6001301;24/03/1976 00:00:00
Centro clandestino de detención 253-COMISARÍA DE SAN PEDRO;Centro Clandestino de Detención (CCD) 'COMISARÍA DE SAN PEDRO', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: MITRE 1970 · SAN PEDRO · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-33.685862;-59.6718896;24/03/1976 00:00:00
Centro clandestino de detención 256-JEFATURA DE POLICÍA DE ROSARIO / SERVICIO DE INFORMACIONES;Centro Clandestino de Detención (CCD) 'JEFATURA DE POLICÍA DE ROSARIO / SERVICIO DE INFORMACIONES', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Predio entre calles MORENO, DORREGO, SANTA FE y SAN LORENZO · ROSARIO · SANTA FE. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-32.9633348;-60.6539867;24/03/1976 00:00:00
"Centro clandestino de detención 257-DELEGACIÓN ""AVELLANEDA"" DE LA POLICÍA FEDERAL";"Centro Clandestino de Detención (CCD) 'DELEGACIÓN ""AVELLANEDA"" DE LA POLICÍA FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: Av. PAVÓN 1385/87 · PIÑEYRO · AVELLANEDA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-34.6729481;-58.381861;24/03/1976 00:00:00
Centro clandestino de detención 258-HOSPITAL AERONÁUTICO CENTRAL;Centro Clandestino de Detención (CCD) 'HOSPITAL AERONÁUTICO CENTRAL', que funcionó en un predio de 'HOSPITAL MILITAR (FUERZA AÉREA)'. Ubicación: VENTURA DE LA VEGA 3697 · Nueva Pompeya · CAPITAL FEDERAL. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6527371;-58.4119512;24/03/1976 00:00:00
"Centro clandestino de detención 259-HOSPITAL MILITAR ""CAMPO DE MAYO""";"Centro Clandestino de Detención (CCD) 'HOSPITAL MILITAR ""CAMPO DE MAYO""', que funcionó en un predio de 'HOSPITAL MILITAR ( EJÉRCITO)'. Ubicación: Av. TTE. GRAL. PABLO RICCHIERI s/nº · CAMPO DE MAYO · SAN MIGUEL (ex GRAL. SARMIENTO) · BUENOS AIRES COMANDO DE INSTITUTOS MILITARES. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-34.5614823;-58.687431;24/03/1976 00:00:00
Centro clandestino de detención 260-GUARDIA DE INFANTERÍA REFORZADA / UNIDAD REGIONAL I;Centro Clandestino de Detención (CCD) 'GUARDIA DE INFANTERÍA REFORZADA / UNIDAD REGIONAL I', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: GDOR. NICASIO OROÑO 793 · SANTA FE · LA CAPITAL · SANTA FE. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-31.6651559;-60.7203195;24/03/1976 00:00:00
Centro clandestino de detención 262-COMISARÍA DE CAÑUELAS;Centro Clandestino de Detención (CCD) 'COMISARÍA DE CAÑUELAS', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Av. LIBERTAD 738 · CAÑUELAS · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-35.0542236;-58.7609315;24/03/1976 00:00:00
Centro clandestino de detención 264-REGIMIENTO DE INFANTERÍA 7 UNIDAD DE COMANDO ÁREA 113;Centro Clandestino de Detención (CCD) 'REGIMIENTO DE INFANTERÍA 7 UNIDAD DE COMANDO ÁREA 113', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Calle 19 entre 50 y 54 · LA PLATA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.9266885;-57.9620139;24/03/1976 00:00:00
Centro clandestino de detención 266-GRUPO DE ARTILLERÍA DE DEFENSA AÉREA 601 UNIDAD DE COMANDO ÁREA 151;Centro Clandestino de Detención (CCD) 'GRUPO DE ARTILLERÍA DE DEFENSA AÉREA 601 UNIDAD DE COMANDO ÁREA 151', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Ruta Prov. Nº 11 Km 15/500 · CAMET · GRAL. PUEYRREDÓN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-37.8745403;-57.6046535;24/03/1976 00:00:00
Centro clandestino de detención 268-ESCUELITA DE NEUQUÉN;Centro Clandestino de Detención (CCD) 'ESCUELITA DE NEUQUÉN', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Ruta Nac. Nº 22 _ CHACO y LASTRA (a 600 m aprox. en los fondos del Batallón) · NEUQUÉN · CONFLUENCIA · NEUQUÉN BATALLÓN DE INGENIEROS DE CONSTRUCCIONES 181. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-38.8965157;-70.0580309;24/03/1976 00:00:00
Centro clandestino de detención 269-CENTRO DE INSTRUCCIÓN PROFESIONAL DE AERONÁUTICA (CIPRA);Centro Clandestino de Detención (CCD) 'CENTRO DE INSTRUCCIÓN PROFESIONAL DE AERONÁUTICA (CIPRA)', que funcionó en un predio de 'FUERZA AÉREA'. Ubicación: Autopista RICCHIERI Km 5/500 · EZEIZA (ex E. ECHEVERRÍA) · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.8105939;-58.5425835;24/03/1976 00:00:00
Centro clandestino de detención 270-COMISARÍA 1ª DE GOYA;Centro Clandestino de Detención (CCD) 'COMISARÍA 1ª DE GOYA', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: COLÓN 590 (y SAN MARTÍN) · GOYA · CORRIENTES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-29.1397322;-59.2634683;24/03/1976 00:00:00
Centro clandestino de detención 271-BASE MILITAR EN RÍO SECO;Centro Clandestino de Detención (CCD) 'BASE MILITAR EN RÍO SECO', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Av. HIMNO PATRIO s/nº · RÍO SECO · MONTEROS · TUCUMÁN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-27.2686831;-65.5604179;24/03/1976 00:00:00
Centro clandestino de detención 273-ARSENAL DE ARTILLERÍA DE MARINA DE ZÁRATE;Centro Clandestino de Detención (CCD) 'ARSENAL DE ARTILLERÍA DE MARINA DE ZÁRATE', que funcionó en un predio de 'ARMADA'. Ubicación: ZÁRATE · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.0957811;-59.0242302;24/03/1976 00:00:00
Centro clandestino de detención 274-COMISARÍA 19ª DE CAPITAL FEDERAL;Centro Clandestino de Detención (CCD) 'COMISARÍA 19ª DE CAPITAL FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: CHARCAS 2844 · Recoleta · CAPITAL FEDERAL. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.5940608;-58.4066492;24/03/1976 00:00:00
Centro clandestino de detención 275-REGIMIENTO DE INFANTERÍA DE MONTAÑA 22 UNIDAD DE COMANDO ÁREA 332;Centro Clandestino de Detención (CCD) 'REGIMIENTO DE INFANTERÍA DE MONTAÑA 22 UNIDAD DE COMANDO ÁREA 332', que funcionó en un predio de 'EJÉRCITO'. Ubicación: SOLDADO ARGENTINO y BAIGORRIA s/nº · MARQUESADO · RIVADAVIA · SAN JUAN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-31.5196165;-68.6258743;24/03/1976 00:00:00
Centro clandestino de detención 277-UNIDAD PENAL 3 DE MUJERES DE EZEIZA;Centro Clandestino de Detención (CCD) 'UNIDAD PENAL 3 DE MUJERES DE EZEIZA', que funcionó en un predio de 'SERVICIO PENITENCIARIO FEDERAL'. Ubicación: EZEIZA (ex E. ECHEVERRÍA) · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.8514476;-58.5199121;24/03/1976 00:00:00
Centro clandestino de detención 279-CASA DEL SIN (SERVICIO DE INTELIGENCIA NAVAL);Centro Clandestino de Detención (CCD) 'CASA DEL SIN (SERVICIO DE INTELIGENCIA NAVAL)', que funcionó en un predio de 'PARTICULAR (VIVIENDA O SIMILAR)'. Ubicación: THAMES y Ruta PANAMERICANA · VILLA ADELINA · SAN ISIDRO · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.5076731;-58.5534678;24/03/1976 00:00:00
"Centro clandestino de detención 281-DELEGACIÓN ""VIEDMA"" DE LA POLICÍA FEDERAL";"Centro Clandestino de Detención (CCD) 'DELEGACIÓN ""VIEDMA"" DE LA POLICÍA FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: VIEDMA · ADOLFO ALSINA · RÍO NEGRO. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-40.8119087;-62.9962044;24/03/1976 00:00:00
Centro clandestino de detención 282-COMISARÍA 1ª DE CAPITAL FEDERAL;Centro Clandestino de Detención (CCD) 'COMISARÍA 1ª DE CAPITAL FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: LAVALLE 451 · San Nicolás · CAPITAL FEDERAL. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6019714;-58.3732102;24/03/1976 00:00:00
Centro clandestino de detención 283-REGIMIENTO DE INFANTERÍA DE MONTE 29 UNIDAD DE COMANDO ÁREA 234;Centro Clandestino de Detención (CCD) 'REGIMIENTO DE INFANTERÍA DE MONTE 29 UNIDAD DE COMANDO ÁREA 234', que funcionó en un predio de 'EJÉRCITO'. Ubicación: MASSAFERRO 184 · Barrio San Agustín · FORMOSA · FORMOSA. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-26.1628906;-58.1644226;24/03/1976 00:00:00
Centro clandestino de detención 284-COMISARÍA 2ª DE ALTE. BROWN (BURZACO);Centro Clandestino de Detención (CCD) 'COMISARÍA 2ª DE ALTE. BROWN (BURZACO)', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: 9 DE JULIO entre ESPORA y FADER · BURZACO · ALTE. BROWN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.8340599;-58.3847927;24/03/1976 00:00:00
Centro clandestino de detención 285-COMISARÍA 2ª DE LA MATANZA (RAMOS MEJÍA);Centro Clandestino de Detención (CCD) 'COMISARÍA 2ª DE LA MATANZA (RAMOS MEJÍA)', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Av. DE MAYO 549 · RAMOS MEJÍA · LA MATANZA · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6457814;-58.5648701;24/03/1976 00:00:00
"Centro clandestino de detención 287-DELEGACIÓN ""LA RIOJA"" DE LA POLICÍA FEDERAL";"Centro Clandestino de Detención (CCD) 'DELEGACIÓN ""LA RIOJA"" DE LA POLICÍA FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: LA RIOJA · CAPITAL · LA RIOJA. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-29.4134538;-66.8564579;24/03/1976 00:00:00
Centro clandestino de detención 289-PREFECTURA TIGRE;Centro Clandestino de Detención (CCD) 'PREFECTURA TIGRE', que funcionó en un predio de 'PREFECTURA NAVAL'. Ubicación: Intersección Río Luján y Río Tigre · TIGRE · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.4251214;-58.5848518;24/03/1976 00:00:00
Centro clandestino de detención 291-REGIMIENTO DE INFANTERÍA 6 UNIDAD DE COMANDO ÁREA 115;Centro Clandestino de Detención (CCD) 'REGIMIENTO DE INFANTERÍA 6 UNIDAD DE COMANDO ÁREA 115', que funcionó en un predio de 'EJÉRCITO'. Ubicación: Av. 2 Nº 725 (y Av. 26) · MERCEDES · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6339343;-58.4831706;24/03/1976 00:00:00
Centro clandestino de detención 292-BATALLÓN DE COMUNICACIONES 121 UNIDAD DE COMANDO ÁREA 211;Centro Clandestino de Detención (CCD) 'BATALLÓN DE COMUNICACIONES 121 UNIDAD DE COMANDO ÁREA 211', que funcionó en un predio de 'EJÉRCITO'. Ubicación: LAMADRID al 500 · ROSARIO · SANTA FE ASIENTO DEL COMANDO DE CUERPO DE EJÉRCITO II. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-32.9975947;-60.6642506;24/03/1976 00:00:00
Centro clandestino de detención 294-UNIÓN DOCENTES ARGENTINOS (UDA);"Centro Clandestino de Detención (CCD) 'UNIÓN DOCENTES ARGENTINOS (UDA)', que funcionó en un predio de 'PARTICULAR (LOCAL)'. Ubicación: Calle SAN MARTÍN (frente a Convento ""San Francisco"") · SANTA FE · LA CAPITAL · SANTA FE. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-31.6593954;-60.7098544;24/03/1976 00:00:00
Centro clandestino de detención 296-BRIGADA DE INVESTIGACIONES DE MAR DEL PLATA;Centro Clandestino de Detención (CCD) 'BRIGADA DE INVESTIGACIONES DE MAR DEL PLATA', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: BARTOLOMÉ MITRE 2739 (y RAWSON) · MAR DEL PLATA · GRAL. PUEYRREDÓN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-38.0066818;-57.5557295;24/03/1976 00:00:00
Centro clandestino de detención 297-INSTITUTO DE REHABILITACIÓN SOCIAL (IRS);Centro Clandestino de Detención (CCD) 'INSTITUTO DE REHABILITACIÓN SOCIAL (IRS)', que funcionó en un predio de 'SERVICIO PENITENCIARIO PROVINCIAL'. Ubicación: LA RIOJA · CAPITAL · LA RIOJA. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-29.4134538;-66.8564579;24/03/1976 00:00:00
Centro clandestino de detención 298-COMISARÍA 24ª DE LIB. GRAL. SAN MARTÍN (INGENIO LEDESMA);Centro Clandestino de Detención (CCD) 'COMISARÍA 24ª DE LIB. GRAL. SAN MARTÍN (INGENIO LEDESMA)', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: ING. LUIS MARÍA BLAQUIER (ex RECONQUISTA) 579 · Ingenio Ledesma · LIB. GRAL. SAN MARTÍN · LEDESMA · JUJUY. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-23.8317451;-64.7895357;24/03/1976 00:00:00
Centro clandestino de detención 300-SUBPREFECTURA GOYA;Centro Clandestino de Detención (CCD) 'SUBPREFECTURA GOYA', que funcionó en un predio de 'PREFECTURA NAVAL'. Ubicación: Av. CAAGUAZÚ y 25 DE MAYO · GOYA · CORRIENTES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-29.145937;-59.2648811;24/03/1976 00:00:00
"Centro clandestino de detención 301-HOSPITAL ""DR. GUILLERMO RAWSON""";"Centro Clandestino de Detención (CCD) 'HOSPITAL ""DR. GUILLERMO RAWSON""', que funcionó en un predio de 'HOSPITAL PÚBLICO'. Ubicación: Av. GUILLERMO RAWSON (S) 494 · SAN JUAN · CAPITAL · SAN JUAN. Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-31.5396638;-68.5146;24/03/1976 00:00:00
Centro clandestino de detención 302-MANSIÓN SERÉ;Centro Clandestino de Detención (CCD) 'MANSIÓN SERÉ', que funcionó en un predio de 'ESTATAL'. Ubicación: BLAS PARERA 45/48 (entre FRAY JUSTO SANTA MARÍA DE ORO y ALFREDO BUFANO) · CASTELAR · MORÓN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6616382;-58.6432083;24/03/1976 00:00:00
Centro clandestino de detención 305-COMISARÍA 1ª DE TIGRE;Centro Clandestino de Detención (CCD) 'COMISARÍA 1ª DE TIGRE', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: BOURDIEU 548 · TIGRE · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.4241285;-58.579778;24/03/1976 00:00:00
Centro clandestino de detención 306-COMISARÍA 34ª DE CAPITAL FEDERAL;Centro Clandestino de Detención (CCD) 'COMISARÍA 34ª DE CAPITAL FEDERAL', que funcionó en un predio de 'POLICÍA FEDERAL'. Ubicación: QUILMES 456 · Nueva Pompeya · CAPITAL FEDERAL. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6447267;-58.417202;24/03/1976 00:00:00
Centro clandestino de detención 307-CASA EN CALLE FRANKLIN;Centro Clandestino de Detención (CCD) 'CASA EN CALLE FRANKLIN', que funcionó en un predio de 'PARTICULAR (VIVIENDA O SIMILAR)'. Ubicación: FRANKLIN 943 · Caballito · CAPITAL FEDERAL. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.6099467;-58.4472915;24/03/1976 00:00:00
Centro clandestino de detención 308-CUARTEL DE BOMBEROS DE TUCUMÁN;Centro Clandestino de Detención (CCD) 'CUARTEL DE BOMBEROS DE TUCUMÁN', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-26.8082848;-65.2175903;24/03/1976 00:00:00
Centro clandestino de detención 309-UNIDAD PENAL DE VILLA URQUIZA;Centro Clandestino de Detención (CCD) 'UNIDAD PENAL DE VILLA URQUIZA', que funcionó en un predio de 'SERVICIO PENITENCIARIO PROVINCIAL'. Ubicación: MÉJICO 1200 · SAN MIGUEL DE TUCUMÁN · CAPITAL · TUCUMÁN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-26.801896;-65.208598;24/03/1976 00:00:00
Centro clandestino de detención 310-COMISARÍA DE MONTEROS;Centro Clandestino de Detención (CCD) 'COMISARÍA DE MONTEROS', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: 24 DE SEPTIEMBRE 311 · MONTEROS · TUCUMÁN. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-27.1649743;-65.496269;24/03/1976 00:00:00
Centro clandestino de detención 311-GUERRERO;"Centro Clandestino de Detención (CCD) 'GUERRERO', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: GUERRERO · DR. MANUEL BELGRANO · JUJUY Entre 1978 y 1982 ESCUELA DE POLICÍA ""GRAL. MANUEL BELGRANO"". Actualmente es un Espacio para la Memoria.";Centro Clandestino de Detención;-24.0927333;-65.4282201;24/03/1976 00:00:00
Centro clandestino de detención 312-HOSPITAL PILOTO DE SANTA FE;Centro Clandestino de Detención (CCD) 'HOSPITAL PILOTO DE SANTA FE', que funcionó en un predio de 'HOSPITAL PÚBLICO'. Ubicación: Av. GDOR. FREYRE 2150 · SANTA FE · LA CAPITAL · SANTA FE. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-31.648704;-60.718873;24/03/1976 00:00:00
Centro clandestino de detención 313-COMISARÍA 1ª DE MORÓN;Centro Clandestino de Detención (CCD) 'COMISARÍA 1ª DE MORÓN', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: BARTOLOMÉ MITRE 939 · MORÓN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.652674;-58.621845;24/03/1976 00:00:00
Centro clandestino de detención 314-COMISARÍA DE CNEL. BRANDSEN;Centro Clandestino de Detención (CCD) 'COMISARÍA DE CNEL. BRANDSEN', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: Bv. SÁENZ PEÑA y Bv. BARTOLOMÉ MITRE · CNEL. BRANDSEN · BRANDSEN · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-35.1680718;-58.2319588;24/03/1976 00:00:00
Centro clandestino de detención 315-COMISARÍA DE ZÁRATE;Centro Clandestino de Detención (CCD) 'COMISARÍA DE ZÁRATE', que funcionó en un predio de 'POLICÍA PROVINCIAL'. Ubicación: RIVADAVIA 637 · ZÁRATE · BUENOS AIRES. Actualmente es un Espacio para la Memoria.;Centro Clandestino de Detención;-34.0947626;-59.0236256;24/03/1976 00:00:00
